,آب,آن,آید,از,است,اندر,او,اول,اگر,ای,این,با,باد,بار,باز,باشد,بدین,بر,به,بود,بی,تا,ترک,تو,تیر,جان,جمال,حال,حسن,خواب,خود,خوش,خویش,دارد,در,درد,دست,دل,دوست,دوستان,دگر,دیده,دیگر,را,روز,روی,ساقی,سخن,سر,سرو,سعدی,شب,شکر,صبر,صورت,عشق,عقل,عمر,عهد,غزل,غم,فراق,ما,مرا,ملامت,من,مگر,میان,میرود,نباشد,نظر,نه,نیست,هر,هزار,هم,همه,همچنان,هیچ,ور,پای,پیر,پیش,چشم,چنین,چه,چو,چون,کز,کسی,کمان,کمند,کن,کند,که,گر,گل,گه,یا,یار
021.txt,0.0,0.0,0.0,0.10361523154308105,0.0,0.0,0.0,0.0,0.12500819624835025,0.0,0.1200515796975872,0.0,0.0,0.08320591937758151,0.0,0.0,0.1767220090207623,0.03806186190919306,0.23409300542842298,0.0996265202272656,0.0,0.0,0.08836100451038115,0.16800298181122134,0.0,0.11543708008629651,0.0,0.0,0.07874038151779332,0.0,0.0,0.0,0.0,0.0,0.2072304630861621,0.0,0.0498132601136328,0.05353285199986674,0.0,0.0,0.24961775813274453,0.0,0.0,0.6095337316817317,0.0,0.10706570399973347,0.0,0.0,0.055560251989005424,0.0,0.042000745452805334,0.0,0.07480149797418106,0.0,0.0,0.057718540043148255,0.0,0.08320591937758151,0.08836100451038115,0.03344185791834614,0.0,0.08836100451038115,0.051621368445393154,0.0,0.0,0.09293256662518702,0.08836100451038115,0.0,0.0,0.06250409812417512,0.0,0.0,0.0,0.0498132601136328,0.08836100451038115,0.0,0.1605985559996002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06809069708816008,0.0,0.0,0.08320591937758151,0.0,0.0,0.0,0.1200515796975872,0.4280656966645194,0.0,0.0,0.0,0.0,0.0
022.txt,0.0,0.05194191667627656,0.0,0.08262668092006387,0.08144712246657829,0.0,0.0,0.0,0.1495293528274929,0.15593304031624225,0.0,0.0,0.0,0.0,0.0,0.0,0.2113871604606701,0.04552793936314517,0.12000507619384024,0.0,0.0,0.05372006239436437,0.0,0.1507183802577216,0.0,0.06904040053224585,0.0,0.0,0.0941858105556091,0.0,0.0,0.08525969092973382,0.0,0.0941858105556091,0.12394002138009579,0.0,0.0,0.06403366302996051,0.09952729220433425,0.0,0.0,0.0,0.2113871604606701,0.6804911572430247,0.0,0.32016831514980254,0.0,0.0,0.06645875048339518,0.0,0.0,0.0,0.0,0.0,0.09952729220433425,0.06904040053224585,0.0,0.0,0.0,0.04000169206461341,0.0,0.0,0.06174722976063316,0.0,0.09952729220433425,0.2223237669385294,0.0,0.0,0.0,0.1495293528274929,0.0,0.0,0.0,0.05958444942459026,0.0,0.0,0.0,0.0,0.09952729220433425,0.0,0.0,0.0,0.0,0.07180023213212033,0.0,0.0,0.0,0.1380808010644917,0.0,0.0,0.0,0.0,0.0,0.07180023213212033,0.12800837967202533,0.06645875048339518,0.10569358023033505,0.0,0.0,0.0
023.txt,0.0,0.06405513992655168,0.0,0.1018958087547537,0.0,0.0,0.10044116890654659,0.0,0.27660098716186937,0.0,0.0,0.07614712154433771,0.0,0.0,0.0,0.22068065723456495,0.0,0.0,0.1479911108286805,0.0734799654992683,0.10514285536738768,0.0,0.13034207253434854,0.12391131677691808,0.0,0.0,0.0,0.0,0.0,0.0,0.13034207253434854,0.0,0.0,0.0,0.05094790437737685,0.0,0.0734799654992683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1227377624201378,0.06195565838845904,0.0,0.11034032861728248,0.0,0.0,0.0,0.0,0.0,0.0,0.04933037027622683,0.0,0.0,0.761471215443377,0.0,0.0,0.0,0.0,0.0,0.0,0.09220032905395646,0.0,0.0,0.0,0.0734799654992683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08195740230552513,0.0,0.0851411114503216,0.0,0.0,0.0,0.0,0.0,0.08854455534719305,0.31572168284686103,0.0,0.0,0.0,0.0,0.0
024.txt,0.0,0.05464298009698671,0.0896933323347407,0.30423190545643364,0.08568250416393972,0.0,0.0,0.0,0.0,0.08202090492315899,0.0,0.12991637054453845,0.0,0.0,0.0,0.3765083887065186,0.0,0.09579093124275888,0.1683273782101913,0.0,0.0896933323347407,0.11302718451915861,0.0,0.36996395113159003,0.10470287188135916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09908362457404875,0.2607702046769431,0.0,0.06268293687138526,0.20209055027505637,0.0,0.0,0.0,0.0,0.0,0.10226825638214447,0.0,0.0,0.0,0.10470287188135916,0.06991471266968835,0.0,0.052851993018798574,0.0,0.0,0.0,0.0,0.07263061268385093,0.0,0.0,0.22237963365503882,0.04208184455254783,0.09908362457404875,0.0,0.12991637054453845,0.0,0.0,0.05847124032610896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12536587374277053,0.0,0.0,0.2694540670334085,0.0,0.0,0.0,0.0896933323347407,0.0,0.09908362457404875,0.0,0.10470287188135916,0.0,0.0,0.07263061268385093,0.0,0.0,0.09908362457404875,0.0,0.0,0.0,0.1795533624287868,0.06991471266968835,0.22237963365503882,0.22237963365503882,0.0,0.10470287188135916
025.txt,0.09207355299678083,0.0,0.08773651834480514,0.08502701836308635,0.16762638654906148,0.0,0.0,0.0,0.3846830977327919,0.16046295621153903,0.0,0.06354101096964418,0.0,0.0,0.10241859902460726,0.0,0.10876402013290615,0.09370108766703766,0.20581878443252982,0.061315401017745616,0.0,0.0,0.0,0.3618925525504301,0.0,0.0,0.10241859902460726,0.10876402013290615,0.0,0.0,0.0,0.08773651834480514,0.0,0.09692194524189483,0.12754052754462952,0.0,0.061315401017745616,0.13178773204194022,0.10241859902460726,0.0,0.0,0.0,0.0,0.15005564826173642,0.0,0.13178773204194022,0.0,0.0,0.0,0.0,0.05169893607863287,0.0,0.0,0.2175280402658123,0.0,0.0,0.0,0.0,0.0,0.04116375688650597,0.19384389048378967,0.0,0.19062303290893254,0.0,0.0,0.05719558986134529,0.0,0.23253812074388358,0.0,0.0,0.10876402013290615,0.0,0.10876402013290615,0.0,0.10876402013290615,0.0,0.0,0.0,0.0,0.0,0.08773651834480514,0.0,0.0,0.0,0.0,0.27355761285903285,0.16762638654906148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3073631708895736,0.0,0.10876402013290615,0.0,0.0,0.0
026.txt,0.13470439866309247,0.0,0.0,0.06219762899296239,0.12261942145834151,0.0,0.0,0.0,0.0,0.35213802423156026,0.10809593584141623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4817834383607971,0.08970495819978368,0.1283592797254557,0.0,0.0,0.07563598741798726,0.0,0.0,0.0,0.0,0.0,0.31824539080610587,0.0,0.0,0.0,0.0,0.12439525798592478,0.0,0.08970495819978368,0.0,0.0,0.0,0.0,0.15912269540305293,0.0,0.14635513461579597,0.0,0.28920987544332627,0.0,0.0,0.10005428415794772,0.0,0.07563598741798726,0.26940879732618495,0.0,0.0,0.0,0.10394098298549523,0.0,0.0,0.15912269540305293,0.06022292979509964,0.0,0.15912269540305293,0.18592208934111926,0.0,0.0,0.08367763910145576,0.0,0.0,0.14179763815048055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19280658362888417,0.0,0.14983928983394906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10394098298549523,0.0,0.0,0.14179763815048055,0.0,0.0,0.0,0.06423927975947187,0.0,0.0,0.0,0.0,0.0
027.txt,0.2615769978866279,0.0,0.0,0.3623371447951768,0.0,0.0,0.23810967174048317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3923654968299418,0.0,0.13310037688842308,0.23388892027407046,0.0,0.0,0.23557492337158847,0.0,0.0,0.0,0.1009193855455749,0.14548341401329304,0.0,0.0,0.3089938960587418,0.0,0.0,0.0,0.0,0.3623371447951768,0.0,0.08709720652898748,0.0936008174546695,0.0,0.0,0.0,0.0,0.0,0.14210054429567176,0.0,0.187201634909339,0.0,0.14548341401329304,0.0,0.0,0.0,0.13078849894331396,0.0,0.0,0.14548341401329304,0.0,0.0,0.0,0.0,0.058472230068517615,0.0,0.0,0.0,0.0,0.0,0.1624902070283813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08709720652898748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714567428933696,0.0,0.1009193855455749,0.0,0.0,0.0,0.0,0.0,0.0,0.12474364692357928,0.0,0.0,0.0,0.0,0.0
028.txt,0.0,0.08503573331706857,0.13958130166397736,0.20290607816948794,0.0,0.0,0.26667925362384054,0.0,0.0,0.1276414241150622,0.0,0.2021766349408174,0.1849741372934719,0.0,0.0,0.0,0.0,0.29814084330302065,0.3929281131273577,0.0,0.0,0.08794679118242574,0.0,0.16449717697113536,0.0,0.2260563900386477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20290607816948794,0.0,0.0,0.10483150875365596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08224858848556768,0.0,0.0,0.17303425974455675,0.0,0.11302819501932385,0.17303425974455675,0.16293923711758607,0.0,0.06548801885455961,0.0,0.0,0.0,0.0,0.0,0.09099329484343802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3460685194891135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11754640148809153,0.0,0.32640508539066354,0.13333962681192027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088016951302212,0.0,0.0,0.0,0.0
029.txt,0.0,0.0,0.0,0.20576912497285363,0.10141580742979521,0.0,0.10141580742979521,0.0,0.09309500196079804,0.0,0.0894037541757689,0.07688602093090956,0.0,0.0,0.0,0.0,0.1316068567505721,0.05669018857017088,0.2988543076611826,0.0,0.10616311706287593,0.0,0.0,0.37534109899634616,0.0,0.08596728470213727,0.12392875763469276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25721140621606703,0.0,0.07419298393426084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07973302729676775,0.0,0.0,0.0,0.0,0.06255684983272436,0.22282204877966685,0.0,0.0,0.0,0.0,0.0,0.12392875763469276,0.0,0.04980905127686377,0.0,0.0,0.07688602093090956,0.0,0.0,0.0,0.2632137135011442,0.0,0.11727768565238687,0.09309500196079804,0.0,0.21232623412575186,0.0,0.0,0.0,0.0,0.1594660545935355,0.0,0.0,0.0,0.0,0.0,0.11727768565238687,0.0,0.0,0.41376341096731517,0.10141580742979521,0.0,0.0,0.12392875763469276,0.0,0.0,0.0,0.0,0.31878531221395595,0.0,0.0,0.0,0.0,0.0
030.txt,0.0,0.08990232307386344,0.0,0.07150612682328444,0.0,0.39112039145381133,0.281941290809977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07880085633001234,0.2769435764881266,0.0,0.0,0.09297998060075538,0.0,0.08695567011608919,0.0,0.11949679162751756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07150612682328444,0.0,0.0,0.11083100951397327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1548642604294005,0.0,0.0,0.2389935832550351,0.0,0.0,0.0,0.06923589412203165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14756953092267253,0.18293699972455546,0.3093906096534782,0.0,0.0,0.11083100951397327,0.1722642395771962,0.1722642395771962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3445284791543924,0.0,0.0,0.44311998639404687,0.0,0.0,0.0,0.0,0.0
