,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
021.txt,0.6717777296211044,0.08704454441903471,-0.060065084170795986,-0.13649603658106912,-0.08657929248474996,-0.01442812026643813,-0.16651245826360844,0.0499027908461006,0.14574051123155923,0.06466248070047248,-0.006277913748998739,-0.055625638636588634,-0.20386190636867127,0.014837334633905264,0.03490503727229261,0.012215293636356895,-0.205373596121917,-0.26861155102035034,0.1943747728141434,0.1516872919214991,-0.0009412355930197079,0.08243560738039918,0.09465822377803775,0.12946849195707577,0.17085095196683234,0.06679281663905011,-0.2960065392807683,0.0869880512212466,-0.18403861514483372,0.19730021859953942
022.txt,0.6511307174840786,0.09887186437207804,-0.13600768637801802,0.05202420851431413,-0.13764636696424568,0.04513201551574438,-0.05246076844413218,0.09519426277205566,0.14579958618917827,-0.017211127220745612,-0.24668003364409538,-0.0017693394148280363,-0.23973637834571276,0.039337819041048674,0.08704836848215255,-0.15822571994303242,-0.11677607503779282,-0.1739957337621212,-0.18818939515552413,0.2187442867264581,0.04784272488218981,0.08678260219807624,-0.0352535267310589,-0.1819686757947302,-0.050987703996877,-0.1651681168192086,0.04871506303686336,0.19449903527460008,0.2685208360498188,-0.15707186273068657
023.txt,0.2653756394714427,-0.4163331579602465,0.015355163303877368,-0.28833622598750736,-0.1662007383196286,0.4975472790472756,0.19590744824609627,-0.20288849215105526,-0.02955073589727214,0.03874459661816437,0.11040895490192132,0.06974914265120058,-0.20054030739871173,0.209041247298335,-0.20948897184772144,0.22705892303775796,0.11838976633280622,0.02382425507793205,-0.09956143063968202,0.04172933691977658,0.08443072364554269,-0.05535719310266226,-0.1598052993839904,0.08789150457148844,0.1920468216044947,-0.10792065587561198,-0.0014597414512431339,0.02042040859776453,0.023570588387139133,-0.012932142180881316
024.txt,0.34278889396026857,-0.3655464724803742,0.13903600337221797,0.09202431705033741,-0.274769232328014,-0.05582631823890465,0.2220649866889225,0.07093577754099861,0.01883250478385696,-0.31541954636257297,-0.21631660153750176,-0.4746811577576922,0.23736177903842934,0.28043274628914144,-0.12850779151025268,-0.09453991495875272,-0.04895108381509167,-0.0005587380121800025,0.10523461269023304,-0.015994153484011658,0.08246000941159123,0.05616843669257021,0.14165875532596323,0.05764011534043671,-0.035237573940897375,-0.047126792532217944,-0.022175446283447992,-0.052338110612053616,-0.023279489589918666,-0.03757426702164209
025.txt,0.4077753277396143,-0.4275199160491782,-0.3238643668176209,-0.0030821423201617864,0.13125737800479415,0.1170930539052385,0.05071239633386394,0.09511940710255097,-0.023254370302588603,0.0426869105855006,-0.21649588728954006,0.2688214395449536,0.16994456073880385,0.2547998857188079,0.28211494879125243,0.21835897593027764,0.11595124693289725,0.029617213569756023,0.06831887427631113,0.1812812552311168,-0.056344945228651015,0.09305874074303973,0.07058652860345101,-0.038662294747966036,-0.1835455437588895,0.23139558089067838,-0.026267169623231647,-0.0073634982210043776,-0.042483534608924796,-0.031170256739014364
026.txt,0.3587835558868509,-0.20652005369642043,0.15176858768483514,0.29866737178910935,-0.2084542402759997,0.28559565476182747,-0.38354360871346854,0.10164732604153001,0.09935535127191604,-0.3000711539735393,0.31651344496877026,0.04363603253124184,0.08823555661619785,-0.2563570689315407,0.19818574391653548,0.12804212276039328,0.024869134322294532,0.08910525239914024,-0.1061402476423461,0.0843305509344902,0.20638470564250475,0.003906689216011397,0.09185737108411125,0.05068968136409885,-0.0879533275177683,-0.07327454567018835,-0.072683346023221,-0.06074460721349626,0.009678608201421041,0.005654527090186989
027.txt,0.28583175125803667,-0.21712821352562514,0.06892914310108031,0.6728225698909387,0.028482538952462548,0.3050665102890412,-0.007810898129460316,0.005327369764938707,-0.17638305746607735,0.10248924723092265,-0.08706403434064414,0.0506037041537602,-0.1137397266560757,-0.008063673655373395,-0.0975267097276831,-0.36785737968393145,0.1102083389991678,-0.15259267888330685,0.017948357259224185,-0.009534994836128829,-0.09293895745694826,-0.056610480172201244,-0.13835825648387348,0.045748178269050005,0.06869396809584755,0.16474460748557207,0.042809673087641865,-0.027236147672052565,-0.07177796208980719,0.04064184787165592
028.txt,0.24641414771597225,-0.32464075828907824,0.0037674606627944524,0.13962600101071948,0.6442991904725998,-0.02418509922555792,0.25499223170758184,-0.03315851270900713,-0.0806858398024654,0.027996891668825123,-0.03923458753888389,-0.2882738337647644,-0.19617928320285044,-0.2419070224213697,0.1886721646126285,0.17746823837814363,-0.09977335584402908,-0.044896897800960955,-0.015691513501748917,-0.06311162601112759,0.1749911993520562,0.10528014373317925,0.011305059818313175,0.06294072227227485,0.08455815782486704,-0.03176490908123106,-0.004683467457574178,-0.03525249648008119,0.06688673320967248,-0.025035012256306974
029.txt,0.32976190088495694,-0.48823895854007404,-0.219232779187867,-0.07953831885204878,0.2961770780352409,-0.15594963498810918,-0.19551983093141204,-0.14910720218037493,-0.03360297664290778,-0.026173359021203418,0.3441187502874382,-0.02796884426995815,0.2576907792555814,0.09941787909189405,-0.08792408480523246,-0.1458939495317935,0.0458851425645599,-0.26017418286464833,-0.03797137303764165,0.023361132879580464,-0.19349981635181035,-0.1458681292243549,0.07136967496767893,-0.09133683706832088,0.006756111664583847,-0.172457998655115,-0.0313374093077539,0.03205015261865465,0.12743759720832043,0.08771358206351086
030.txt,0.18123138909318537,-0.24699099476080402,0.4833324290713787,0.12814786483098742,0.059443553281413014,-0.3096977495222327,-0.013133579502810001,-0.2808404848496139,0.5389031041122665,0.24777135555514213,-0.004417164243237474,0.13325881461860686,0.052097440499142215,0.018269336799567656,-0.15836189050229985,0.03928394779277784,0.0437970722734176,-0.016407536045816556,-0.06706271514755711,0.18056853336127804,0.06595372689846905,0.09964873364045834,0.0348090507950672,0.06405130621057295,-0.0068866190042702075,0.08962730173561728,0.0997181651261206,-0.02706396119830435,0.001040496382434574,-0.027067270227645705
